"Schaijk" , x, x, x, x, , 
"Schaijk." , , , , , , x
"Schalkwijk" , x, , , , , 
"Schalkwijk." , , , , , , x
"Schayk" , , , , , x, 
"Scheemda" , x, , , , , 
"Scheemda." , , , , , , x
"Schellinkhout" , x, , , , , 
"Schellinkhout." , , , , , , x
"Schelluinen" , x, , , , , 
"Schelluinen." , , , , , , x
"Schermerhorn" , x, , , , , 
"Schermerhorn." , , , , , , x
"Scherpenisse" , x, , , , , 
"Scherpenisse." , , , , , , x
"Scherpenzeel" , x, , , , , 
"Scherpenzerl." , , , , , , x
"Schiebroek" , x, , , , , 
"Schiebroek." , , , , , , x
"Schiedam" , x, , , , , 
"Schiedam." , , , , , , x
"Schiermonnikoog" , x, , , , , 
"Schiermonnikoog." , , , , , , x
"Schijndel" , x, x, x, , x, 
"Schijndel." , , , , , , x
"Schimmert" , x, , , , , 
"Schimmert." , , , , , , x
"Schin op Geulle" , x, , , , , 
"Schin op Geulle." , , , , , , x
"Schinnen" , x, , , , , 
"Schinnen." , , , , , , x
"Schinveld" , x, , , , , 
"Schinveld." , , , , , , x
"Schipluiden" , x, , , , , 
"Schipluiden." , , , , , , x
"Schoonbeek." , , , , , , x
"Schoondijke" , x, , , , , 
"Schoondijke." , , , , , , x
"Schoonhoven" , x, , , , , 
"Schoonhoven." , , , , , , x
"Schoonrewoerd" , x, , , , , 
"Schoonrewoerd." , , , , , , x
"Schoorl" , x, , , , , 
"Schoorl." , , , , , , x
"Schore" , x, , , , , 
"Schore." , , , , , , x
"Schoten" , x, , , , , 
"Schoten." , , , , , , x
"Schoterland" , x, , , , , 
"Schoterland." , , , , , , x
"Serooskerke" , x, , , , , 
"Serooskerke. (Schouwen)." , , , , , , x
"Serooskerke. (Walcheren)." , , , , , , x
"Sevenum" , x, , , , , 
"Sevenum." , , , , , , x
"Shagen." , , , , , , x
"Sijbekarspel" , x, , , , , x
"Simpelveld" , x, , , , , 
"Simpelveld." , , , , , , x
"Sittard" , x, , , , , 
"Sittard." , , , , , , x
"Sleen" , x, , , , , 
"Sleen." , , , , , , x
"Slenaken" , x, , , , , x
"Sliedrecht" , x, , , , , x
"Slochteren" , x, , , , , x
"Sloten" , x, , , , , 
"Sloten (Fr.)" , , , , , , x
"Sloten (N.H.)" , , , , , , x
"Sluipwijk" , x, , , , , 
"Sluis" , x, , , , , x
"Smallingerland" , x, , , , , x
"Smilde" , x, , , , , 
"Sneek" , x, , , , , x
"Snelrewaard" , x, , , , , x
"Soerendonk" , x, x, x, , x, 
"Soerendonk, Sterkel en Gastel" , , , , x, , 
"Soerendonk. C.a." , , , , , , x
"Soest" , x, , , , , x
"Someren" , x, x, x, , x, x
"Someren (Geene kom)" , , , , x, , 
"Sommelsdijk" , x, , , , , x
"Son" , , , x, , , 
"Son c. a." , , , , , x, 
"Son c.a." , , x, , , , 
"Son en Breugel" , , , , x, , x
"Son, c. a." , x, , , , , 
"Spaarndam" , x, , , , , x
"Spanbroek" , x, , , , , x
"Spaubeek" , x, , , , , x
"Spijkenisse" , x, , , , , x
"Sprang" , x, x, x, x, x, x
"St Oedenrode" , , , , x, , 
"St. Anna ter Muiden" , x, , , , , 
"St. Annaland" , x, , , , , 
"St. Jansteen" , x, , , , , 
"St. Kruis" , x, , , , , 
"St. Laurens" , x, , , , , 
"St. Maarten" , x, , , , , 
"St. Maartensdijk" , x, , , , , 
"St. Michiels-Gestel" , , x, , , , 
"St. Michielsgestel" , x, , x, , x, 
"St. Odilienberg" , x, , , , , 
"St. Oedenrode" , x, x, x, , x, 
"St. Oedenrode vervolg" , , , , x, , 
"St. Pancras" , x, , , , , 
"St. Philipsland" , x, , , , , 
"St. Pieter" , x, , , , , 
"Stad A/T Haringvliet" , , , , , , x
"Stad aan 't Haringvliet" , x, , , , , 
"Stamproij" , x, , , , , 
"Standdaarbuiten" , x, x, x, x, x, x
"Staphorst" , x, , , , , x
"Stavenisse" , x, , , , , x
"Stavoren" , x, , , , , x
"Ste. Geertruid" , x, , , , , 
"Stedum" , x, , , , , x
"Steenbergen" , , , x, , x, 
"Steenbergen c. a" , , , , , , x
"Steenbergen c.a." , , x, , , , 
"Steenbergen en Kruisland" , , , , x, , 
"Steenbergen, c. a." , x, , , , , 
"Steenderen" , x, , , , , x
"Steenwijk" , x, , , , , x
"Steenwijkerwold" , x, , , , , x
"Stein" , x, , , , , x
"Stellendam" , x, , , , , x
"Stevensweert" , x, , , , , x
"Stiphout" , x, x, x, x, x, x
"Stolwijk" , x, , , , , x
"Stompwijk" , x, , , , , x
"Stoppeldijk" , x, , , , , x
"Stoutenburg" , x, , , , , x
"Stramproy" , , , , , , x
"Stratum" , x, x, x, x, x, x
"Streefkerk" , x, , , , , x
"Strijen" , x, , , , , x
"Strijp" , x, x, x, x, x, x
"Strucht" , x, , , , , 
"Susteren" , x, , , , , x
"Swalmen" , x, , , , , x
"TOTAAL" , x, , , , , 
"TOTAAL DER GEMEENTEN BEN. DE 10000 ZIELEN" , x, , , , , 
"TOTAAL DER GEMEENTEN BEN. DE 10000 ZIELEN." , x, , , , , 
"TOTAAL DER PROVINCIE" , x, , , , , 
"TOTAAL DER PROVINCIE." , x, , , , , 
"Tegelen" , x, , , , , x
"Ten Boer" , x, , , , , x
"Ter Heijden" , , , , , , x
"Terheijden" , x, x, x, x, , 
"Terheyden" , , , , , x, 
"Termunten" , x, , , , , x
"Terschelling" , x, , , , , x
"Teteringen" , x, x, x, x, x, x
"Texel" , x, , , , , x
"Tholen" , x, , , , , x
"Thorn" , x, , , , , x
"Tiel" , x, , , , , x
"Tienhoven" , x, , , , , 
"Tienhoven (Utr.)" , , , , , , x
"Tienhoven (Z.H.)" , , , , , , x
"Tietjerksteradeel" , x, , , , , x
"Tilburg" , x, x, x, x, x, x
"Tilburg (vervolg)" , , , , x, , 
"Tonge (Nieuwe)" , x, , , , , 
"Tonge (Nieuwe-)" , , , , , , x
"Tonge (Oude)" , x, , , , , 
"Tonge (oude)" , , , , , , x
"Tongelre" , x, x, x, x, x, x
"Totaal" , x, , , , , 
"Tubbergen" , x, , , , , x
"Tull en 't Waal" , x, , , , , x
"Twisk" , x, , , , , x
"UBBERGEN" , , , , , , x
"UDEN" , , , , , , x
"UDENHOUT" , , , , , , x
"UITGEEST" , , , , , , x
"UITHOORN" , , , , , , x
"UITHUIZEN" , , , , , , x
"UITHUIZERMEEDEN" , , , , , , x
"UITINGERADEEL" , , , , , , x
"ULESTRATEN" , , , , , , x
"ULRUM" , , , , , , x
"URK" , , , , , , x
"URMOND" , , , , , , x
"URSUM" , , , , , , x
"USQUERT" , , , , , , x
"UTRECHT" , , , , , , x
"Ubach over Worms" , x, , , , , 
"Ubach over worms" , , , , , , x
"Ubbergen" , x, , , , , 
"Uden" , x, x, x, x, x, 
"Udenhout" , x, x, x, x, x, 
"Uitgeest" , x, , , , , 
"Uithoorn" , x, , , , , 
"Uithuistermeeden" , x, , , , , 
"Uithuizen" , x, , , , , 
"Ulestraten" , x, , , , , 
"Ulrum" , x, , , , , 
"Urk" , x, , , , , 
"Urmond" , x, , , , , 
"Ursem" , x, , , , , 
"Usquert" , x, , , , , 
"Utingeradeel" , x, , , , , 
"Utrecht" , x, , , , , 
"VAALS" , , , , , , x
"VALBURG" , , , , , , x
"VALKENBURG (L.)" , , , , , , x
"VALKENBURG (Z-H)" , , , , , , x
"VALKENSWAARD" , , , , , , x
"VARIK" , , , , , , x
"VEEN" , , , , , , x
"VEENDAM" , , , , , , x
"VEENENDAAL" , , , , , , x
"VEERE" , , , , , , x
"VEGHEL" , , , , , , x
"VELDHOVEN c.a." , , , , , , x
"VELDHUIZEN" , , , , , , x
"VELP" , , , , , , x
"VELSEN" , , , , , , x
"VENHUIZEN" , , , , , , x
"VENLO" , , , , , , x
"VENRAY" , , , , , , x
"VESSEM c.a." , , , , , , x
"VEUR" , , , , , , x
"VIANEN" , , , , , , x
"VIERLINGSBEEK" , , , , , , x
"VIERPOLDERS" , , , , , , x
"VINKEVEEN c.a." , , , , , , x
"VLAARDINGEN" , , , , , , x
"VLAARDINGER-AMBACHT" , , , , , , x
"VLAGTWEDDE" , , , , , , x
"VLEDDER" , , , , , , x
"VLEUTEN" , , , , , , x
"VLIELAND" , , , , , , x
"VLIERDEN" , , , , , , x
"VLIJMEN" , , , , , , x
"VLISSINGEN" , , , , , , x
"VLIST" , , , , , , x
"VLODROP" , , , , , , x
"VOERENDAAL" , , , , , , x
"VOLLENHOVE (AMBT)" , , , , , , x
"VOLLENHOVE (STAD)" , , , , , , x
"VOORBURG" , , , , , , x
"VOORHOUT" , , , , , , x
"VOORSCHOTEN" , , , , , , x
"VOORST" , , , , , , x
"VORDEN" , , , , , , x
"VREELAND" , , , , , , x
"VREESWIJK" , , , , , , x
"VRIES" , , , , , , x
"VRIEZENVEEN" , , , , , , x
"VRIJENBAN" , , , , , , x
"VRIJHOEVE-CAPELLLE" , , , , , , x
"VROUWENPOLDER" , , , , , , x
"VUGHT" , , , , , , x
"VUREN" , , , , , , x
"Vaals" , x, , , , , 
"Valburg" , x, , , , , 
"Valkenburg" , x, , , , , 
"Valkenswaard" , x, x, x, x, x, 
"Varik" , x, , , , , 
"Veen" , x, x, x, , x, 
"Veen (Geene kom)" , , , , x, , 
"Veendam" , x, , , , , 
"Veenendaal" , x, , , , , 
"Veere" , x, , , , , 
"Veghel" , x, x, x, x, x, 
"Veghel (vervolg)" , , , , x, , 
"Veldhoven" , , x, x, , , 
"Veldhoven c. a." , , , , , x, 
"Veldhoven en Mereveldhoven" , , , , x, , 
"Veldhoven, c. a." , x, , , , , 
"Veldhuizen" , x, , , , , 
"Velp" , x, x, x, x, x, 
"Velzen" , x, , , , , 
"Venhuizen" , x, , , , , 
"Venlo" , x, , , , , 
"Venraij" , x, , , , , 
"Vessem c.a." , , , x, , , 
"Vessem c.a. (Geene kom)" , , x, , , , 
"Vessem, Wintelre en Knegsel" , , , , , x, 
"Vessem, Wintelre en Knegsel (Geene kom)" , , , , x, , 
"Vessem, c. a." , x, , , , , 
"Veur" , x, , , , , 
"Vianen" , x, , , , , 
"Vierlingsbeek" , x, x, x, x, x, 
"Vierpolders" , x, , , , , 
"Vinkeveen en Waverveen" , x, , , , , 
"Vlaardingen" , x, , , , , 
"Vlaardinger-Ambacht" , x, , , , , 
"Vlagtwedde" , x, , , , , 
"Vledder" , x, , , , , 
"Vleuten" , x, , , , , 
"Vlieland" , x, , , , , 
"Vlierden" , x, x, x, x, x, 
"Vlijmen" , x, x, x, x, x, 
"Vlissingen" , x, , , , , 
"Vlist" , x, , , , , 
"Vlodrop" , x, , , , , 
"Voerendaal" , x, , , , , 
"Vollenhove (Ambt)" , x, , , , , 
"Vollenhove (Stad)" , x, , , , , 
"Voorburg" , x, , , , , 
"Voorhout" , x, , , , , 
"Voorschoten" , x, , , , , 
"Voorst" , x, , , , , 
"Vorden" , x, , , , , 
"Vreeland" , x, , , , , 
"Vreeswijk" , x, , , , , 
"Vries" , x, , , , , 
"Vriezenveen" , x, , , , , 
"Vrijenban" , x, , , , , 
"Vrijhoeve Capelle" , x, , , , x, 
"Vrijhoeve-Capelle" , , , x, x, , 
"Vrijhoeve-Cappelle" , , x, , , , 
"Vrouwenpolder" , x, , , , , 
"Vught" , x, x, x, x, x, 
"Vuren" , x, , , , , 
"WAALRE" , , , , , , x
"WAALWIJK" , , , , , , x
"WAARDE" , , , , , , x
"WAARDENBURG" , , , , , , x
"WAARDER" , , , , , , x
"WADDINXVEEN" , , , , , , x
"WADENOIJEN" , , , , , , x
"WAGENINGEN" , , , , , , x
"WAMEL" , , , , , , x
"WANNEPERVEEN" , , , , , , x
"WANROY" , , , , , , x
"WANSSUM" , , , , , , x
"WARDER" , , , , , , x
"WARFFUM" , , , , , , x
"WARMENHUIZEN" , , , , , , x
"WARMOND" , , , , , , x
"WARNSVELD" , , , , , , x
"WASPIK" , , , , , , x
"WASSENAAR" , , , , , , x
"WATERGRAAFSMEER" , , , , , , x
"WATERINGEN" , , , , , , x
"WATERLANDKERKJE" , , , , , , x
"WEDDE" , , , , , , x
"WEERSELO" , , , , , , x
"WEERT" , , , , , , x
"WEESP" , , , , , , x
"WEESPERKARSPEL" , , , , , , x
"WEHL" , , , , , , x
"WEMELDINGEN" , , , , , , x
"WERKEN EN SLEEUWIJK (DE)" , , , , , , x
"WERKENDAM" , , , , , , x
"WERKHOVEN" , , , , , , x
"WERVERSHOOF" , , , , , , x
"WESSEM" , , , , , , x
"WESTBROEK" , , , , , , x
"WESTDONGERADEEL" , , , , , , x
"WESTDORPE" , , , , , , x
"WESTERBORK" , , , , , , x
"WESTERHOVEN" , , , , , , x
"WESTERVOORT" , , , , , , x
"WESTKAPELLE" , , , , , , x
"WESTMAAS" , , , , , , x
"WESTSTELLINGWERF" , , , , , , x
"WESTWOUD" , , , , , , x
"WESTZAAN" , , , , , , x
"WIERDEN" , , , , , , x
"WIERINGEN" , , , , , , x
"WIERINGERWAARD" , , , , , , x
"WIJCHEN" , , , , , , x
"WIJDENES" , , , , , , x
"WIJDEWORMER" , , , , , , x
"WIJHE" , , , , , , x
"WIJK (DE)" , , , , , , x
"WIJK AAN ZEE EN DUIN" , , , , , , x
"WIJK BIJ DUURSTEDE" , , , , , , x
"WIJK C.A." , , , , , , x
"WIJLRE" , , , , , , x
"WIJMBRITSERADEEL" , , , , , , x
"Waalre" , x, x, x, x, x, 
"Waalwijk" , x, x, x, x, x, 
"Waarde" , x, , , , , 
"Waardenburg" , x, , , , , 
"Waarder" , x, , , , , 
"Waddinxveen (Noord-)" , x, , , , , 
"Waddinxveen (Zuid-)" , x, , , , , 
"Wadenoijen" , x, , , , , 
"Wageningen" , x, , , , , 
"Wamel" , x, , , , , 
"Wanneperveen" , x, , , , , 
"Wanroij" , , , , x, , 
"Wanroij (vervolg)" , , , , x, , 
"Wanrooij" , x, x, x, , , 
"Wanroy" , , , , , x, 
"Wanssum" , x, , , , , 
"Warder" , x, , , , , 
"Warffum" , x, , , , , 
"Warmenhuizen" , x, , , , , 
"Warmond" , x, , , , , 
"Warnsveld" , x, , , , , 
"Waspik" , x, x, x, x, x, 
"Wassenaar" , x, , , , , 
"Watergraafsmeer" , x, , , , , 
"Wateringen" , x, , , , , 
"Waterlandskerkje" , x, , , , , 
"Wedde" , x, , , , , 
"Weerselo" , x, , , , , 
"Weert" , x, , , , , 
"Weesp" , x, , , , , 
"Weesperkarspel" , x, , , , , 
"Wehl" , x, , , , , 
"Wemeldinge" , x, , , , , 
"Werken" , , , x, , , 
"Werken, c. a." , x, , , , , 
"Werkendam" , x, x, x, x, x, 
"Werkhoven" , x, , , , , 
"Wervershoof" , x, , , , , 
"Wessem" , x, , , , , 
"Westbroek" , x, , , , , 
"Westdongeradeel" , x, , , , , 
"Westdorpe" , x, , , , , 
"Westerbork" , x, , , , , 
"Westerhoven" , x, x, x, x, x, 
"Westervoort" , x, , , , , 
"Westkapelle" , x, , , , , 
"Westmaas" , x, , , , , 
"Weststellingwerf" , x, , , , , 
"Westwoud" , x, , , , , 
"Westzaan" , x, , , , , 
"Wierden" , x, , , , , 
"Wieringen" , x, , , , , 
"Wieringerwaard" , x, , , , , 
"Wijchen" , x, , , , , 
"Wijdenes" , x, , , , , 
"Wijdewormer" , x, , , , , 
"Wijhe" , x, , , , , 
"Wijk (de)" , x, , , , , 
"Wijk aan Zee en Duin" , x, , , , , 
"Wijk bij Duurstede" , x, , , , , 
"Wijk c. a." , , , , , x, 
"Wijk c.a." , , x, , , , 
"Wijk en Aalburg" , , , x, , , 
"Wijk en Aalburg (Geene kom)" , , , , x, , 
"Wijk, c. a." , x, , , , , 
"Wijlre" , x, , , , , 
"Wijmbritseradeel" , x, , , , , 
"Wijnandsrade" , x, , , , , x
"Wijngaarden" , x, , , , , x
"Wildervank" , x, , , , , x
"Willemstad" , x, x, x, x, x, x
"Willeskop" , x, , , , , x
"Willige Langerak" , x, , , , , x
"Wilnis" , x, , , , , x
"Wilsum" , x, , , , , x
"Winkel" , x, , , , , x
"Winschoten" , x, , , , , x
"Winsum" , x, , , , , x
"Winterswijk" , x, , , , , x
"Wisch" , x, , , , , x
"Wissekerke" , , , , , , x
"Wissenkerke" , x, , , , , 
"Wittem" , x, , , , , x
"Woensdrecht" , x, , x, x, x, x
"Woensdrecht c.a." , , x, , , , 
"Woensel" , , , x, x, x, x
"Woensel c.a." , , x, , , , 
"Woensel, c. a." , x, , , , , 
"Woerden" , x, , , , , x
"Wognum" , x, , , , , x
"Wolphaartsdijk" , x, , , , , x
"Wonseradeel" , x, , , , , x
"Workum" , x, , , , , x
"Wormer" , x, , , , , x
"Wormerveer" , x, , , , , x
"Woubrugge" , x, , , , , x
"Woudenberg" , x, , , , , x
"Woudrichem" , , x, x, x, x, x
"Woudrichem, c. a." , x, , , , , 
"Wouw" , x, x, x, x, x, x
"Yerseke" , , , , , , x
"Zaamslag" , x, , , , , x
"Zaandam" , x, , , , , x
"Zaandijk" , x, , , , , x
"Zalk en Veecaten" , x, , , , , x
"Zaltbommel" , , , , , , x
"Zandvoort" , x, , , , , x
"Zeeland" , x, x, x, x, x, x
"Zeeland (vervolg)" , , , , x, , 
"Zeelst" , x, x, x, x, x, x
"Zegveld" , x, , , , , x
"Zegwaard" , x, , , , , x
"Zeijst" , x, , , , , 
"Zeist" , , , , , , x
"Zelhem" , x, , , , , x
"Zes Gehuchten" , , x, , , x, 
"Zes gehuchten" , x, , , x, , 
"Zesgehuchten" , , , x, , , x
"Zevenaar" , x, , , , , x
"Zevenbergen" , x, x, x, x, x, x
"Zevenbergen (vervolg)" , , , , x, , 
"Zevenhoven" , x, , , , , x
"Zevenhuizen" , x, , , , , x
"Zierikzee" , x, , , , , x
"Zijpe" , x, , , , , x
"Zoelen" , x, , , , , x
"Zoetermeer" , x, , , , , x
"Zoeterwoude" , x, , , , , x
"Zonnemaire" , x, , , , , x
"Zoutelande" , x, , , , , x
"Zuid- en Noord-Schermer" , x, , , , , 
"Zuid- en Noordschermer" , , , , , , x
"Zuid-Schalkwijk, c.a." , x, , , , , 
"Zuid-Scharwoude" , x, , , , , x
"Zuidbroek" , x, , , , , x
"Zuiddorpe" , x, , , , , x
"Zuidholland" , x, , , , , 
"Zuidhorn" , x, , , , , x
"Zuidland" , x, , , , , x
"Zuidlaren" , x, , , , , x
"Zuidwolde" , x, , , , , x
"Zuidzande" , x, , , , , x
"Zuijlen" , x, , , , , 
"Zuilen" , , , , , , x
"Zuilichem" , x, , , , , x
"Zundert" , x, x, x, x, x, x
"Zutphen" , x, , , , , x
"Zwaag" , x, , , , , x
"Zwaluwe" , x, x, x, , , 
"Zwammerdam" , x, , , , , x
"Zwartewaal" , x, , , , , x
"Zwartsluis" , x, , , , , x
"Zweelo" , x, , , , , 
"Zweeloo" , , , , , , x
"Zwijndrecht" , x, , , , , x
"Zwolle" , x, , , , , x
"Zwollerkerspel" , x, , , , , x
"de Werken c.a." , , x, , , , 
"den Dungen" , , x, x, , , 
"meeuwen" , , , , , , x
"s GRAVENLAND" , , , , , , x
"s GRAVENMOER" , , , , , , x
"s GRAVENPOLDER" , , , , , , x
"s GRAVENZANDE" , , , , , , x
"s Gravemoer" , , x, , , , 
"s Gravenmoer" , , , , x, , 
"s HEER-ARENDSKERKE" , , , , , , x
"s HEERENHOEK" , , , , , , x
"s Herthogenbosch" , , , , x, , 
"s Hertogenbosch" , , x, , , , x
"s'HEER-AMBTSKERKE" , , , , , , x
"s-GRAVENDEEL" , , , , , , x
"s-GRAVENHAGE" , , , , , , x
"t BILDT" , , , , , , x
"t Zandt" , , , , , , x
